prompt,run_id,seed,fold,epoch,split,class_name,draws,unique_nuclei,unique_groups,repeat_fraction,roi_exposure,bucket_exposure
1,UNI2_PROBE_ce_seed43,17,NOT RECORDED IN ORIGINAL RUN,9,train,histiocyte,17,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_ce_seed43,17,NOT RECORDED IN ORIGINAL RUN,9,train,melanophage,12,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_ce_seed43,17,NOT RECORDED IN ORIGINAL RUN,9,train,neutrophil,12,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_ce_seed43,17,NOT RECORDED IN ORIGINAL RUN,9,train,stroma,16,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_ce_seed43,17,NOT RECORDED IN ORIGINAL RUN,9,train,epithelium,14,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_ce_seed43,17,NOT RECORDED IN ORIGINAL RUN,9,train,endothelium,13,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_ce_seed43,17,NOT RECORDED IN ORIGINAL RUN,9,train,apoptosis,14,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_ce_seed43,17,NOT RECORDED IN ORIGINAL RUN,10,train,tumor,71,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_ce_seed43,17,NOT RECORDED IN ORIGINAL RUN,10,train,lymphocyte,37,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_ce_seed43,17,NOT RECORDED IN ORIGINAL RUN,10,train,plasma_cell,14,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_ce_seed43,17,NOT RECORDED IN ORIGINAL RUN,10,train,histiocyte,17,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_ce_seed43,17,NOT RECORDED IN ORIGINAL RUN,10,train,melanophage,12,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_ce_seed43,17,NOT RECORDED IN ORIGINAL RUN,10,train,neutrophil,12,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_ce_seed43,17,NOT RECORDED IN ORIGINAL RUN,10,train,stroma,16,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_ce_seed43,17,NOT RECORDED IN ORIGINAL RUN,10,train,epithelium,14,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_ce_seed43,17,NOT RECORDED IN ORIGINAL RUN,10,train,endothelium,13,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_ce_seed43,17,NOT RECORDED IN ORIGINAL RUN,10,train,apoptosis,14,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,1,train,tumor,71,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,1,train,lymphocyte,37,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,1,train,plasma_cell,14,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,1,train,histiocyte,17,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,1,train,melanophage,12,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,1,train,neutrophil,12,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,1,train,stroma,16,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,1,train,epithelium,14,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,1,train,endothelium,13,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,1,train,apoptosis,14,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,2,train,tumor,71,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,2,train,lymphocyte,37,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,2,train,plasma_cell,14,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,2,train,histiocyte,17,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,2,train,melanophage,12,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,2,train,neutrophil,12,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,2,train,stroma,16,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,2,train,epithelium,14,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,2,train,endothelium,13,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,2,train,apoptosis,14,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,3,train,tumor,71,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,3,train,lymphocyte,37,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,3,train,plasma_cell,14,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,3,train,histiocyte,17,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,3,train,melanophage,12,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,3,train,neutrophil,12,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,3,train,stroma,16,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,3,train,epithelium,14,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,3,train,endothelium,13,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,3,train,apoptosis,14,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,4,train,tumor,71,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,4,train,lymphocyte,37,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,4,train,plasma_cell,14,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,4,train,histiocyte,17,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,4,train,melanophage,12,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,4,train,neutrophil,12,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,4,train,stroma,16,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,4,train,epithelium,14,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,4,train,endothelium,13,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,4,train,apoptosis,14,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,5,train,tumor,71,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,5,train,lymphocyte,37,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,5,train,plasma_cell,14,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,5,train,histiocyte,17,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,5,train,melanophage,12,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,5,train,neutrophil,12,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,5,train,stroma,16,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,5,train,epithelium,14,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,5,train,endothelium,13,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,5,train,apoptosis,14,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,6,train,tumor,71,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,6,train,lymphocyte,37,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,6,train,plasma_cell,14,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,6,train,histiocyte,17,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,6,train,melanophage,12,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,6,train,neutrophil,12,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,6,train,stroma,16,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,6,train,epithelium,14,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,6,train,endothelium,13,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,6,train,apoptosis,14,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,7,train,tumor,71,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,7,train,lymphocyte,37,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,7,train,plasma_cell,14,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,7,train,histiocyte,17,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,7,train,melanophage,12,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,7,train,neutrophil,12,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,7,train,stroma,16,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,7,train,epithelium,14,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,7,train,endothelium,13,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,7,train,apoptosis,14,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,8,train,tumor,71,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,8,train,lymphocyte,37,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
1,UNI2_PROBE_la,17,NOT RECORDED IN ORIGINAL RUN,8,train,plasma_cell,14,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN,NOT RECORDED IN ORIGINAL RUN
